Date,Price
12/12/2014 16:00:00,184.210007
15/12/2014 9:00:00,185.259995
15/12/2014 16:00:00,182.929993
16/12/2014 9:00:00,182.100006
16/12/2014 16:00:00,181.520004
17/12/2014 9:00:00,181.970001
17/12/2014 16:00:00,185.179993
18/12/2014 9:00:00,186.740005
18/12/2014 16:00:00,188.550003
19/12/2014 9:00:00,189.289993
19/12/2014 16:00:00,189.419998
22/12/2014 9:00:00,189.570007
22/12/2014 16:00:00,190.259995
23/12/2014 9:00:00,190.940002
23/12/2014 16:00:00,190.550003
24/12/2014 9:00:00,190.809998
24/12/2014 16:00:00,190.529999
26/12/2014 9:00:00,191.059998
26/12/2014 16:00:00,191.149994
29/12/2014 9:00:00,190.970001
29/12/2014 16:00:00,191.419998
30/12/2014 9:00:00,190.949997
30/12/2014 16:00:00,190.380005
31/12/2014 9:00:00,190.75
31/12/2014 16:00:00,188.399994
2/1/2015 9:00:00,189.289993
2/1/2015 16:00:00,188.399994
5/1/2015 9:00:00,187.259995
5/1/2015 16:00:00,185.089996
6/1/2015 9:00:00,185.369995
6/1/2015 16:00:00,183.270004
7/1/2015 9:00:00,184.729996
7/1/2015 16:00:00,185.559998
8/1/2015 9:00:00,187.130005
8/1/2015 16:00:00,188.820007
9/1/2015 9:00:00,189.300003
9/1/2015 16:00:00,187.229996
12/1/2015 9:00:00,187.460007
12/1/2015 16:00:00,185.839996
13/1/2015 9:00:00,187.220001
13/1/2015 16:00:00,185.350006
14/1/2015 9:00:00,183.100006
14/1/2015 16:00:00,184.259995
15/1/2015 9:00:00,184.880005
15/1/2015 16:00:00,182.539993
16/1/2015 9:00:00,182.309998
16/1/2015 16:00:00,184.800003
20/1/2015 9:00:00,185.619995
20/1/2015 16:00:00,185.259995
21/1/2015 9:00:00,184.770004
21/1/2015 16:00:00,186.229996
22/1/2015 9:00:00,187.089996
22/1/2015 16:00:00,189.080002
23/1/2015 9:00:00,188.720001
23/1/2015 16:00:00,188.039993
26/1/2015 9:00:00,187.789993
26/1/2015 16:00:00,188.410004
27/1/2015 9:00:00,186.139999
27/1/2015 16:00:00,185.940002
28/1/2015 9:00:00,187.270004
28/1/2015 16:00:00,183.490005
29/1/2015 9:00:00,183.740005
29/1/2015 16:00:00,185.270004
30/1/2015 9:00:00,183.960007
30/1/2015 16:00:00,182.990005
2/2/2015 9:00:00,183.5
2/2/2015 16:00:00,185.089996
3/2/2015 9:00:00,186.130005
3/2/2015 16:00:00,187.789993
4/2/2015 9:00:00,187.029999
4/2/2015 16:00:00,187.149994
5/2/2015 9:00:00,187.889999
5/2/2015 16:00:00,189.050003
6/2/2015 9:00:00,189.490005
6/2/2015 16:00:00,188.520004
9/2/2015 9:00:00,187.809998
9/2/2015 16:00:00,187.660004
10/2/2015 9:00:00,188.820007
10/2/2015 16:00:00,189.660004
11/2/2015 9:00:00,189.509995
11/2/2015 16:00:00,189.789993
12/2/2015 9:00:00,190.699997
12/2/2015 16:00:00,191.550003
13/2/2015 9:00:00,191.720001
13/2/2015 16:00:00,192.389999
17/2/2015 9:00:00,192.070007
17/2/2015 16:00:00,192.699997
18/2/2015 9:00:00,192.279999
18/2/2015 16:00:00,192.740005
19/2/2015 9:00:00,192.089996
19/2/2015 16:00:00,192.610001
20/2/2015 9:00:00,192.130005
20/2/2015 16:00:00,193.779999
23/2/2015 9:00:00,193.490005
23/2/2015 16:00:00,193.729996
24/2/2015 9:00:00,193.690002
